id_student,group_id,cluster,total_clicks,weighted_score,imd_band_ord,collaborative_clicks,collaboration_click_ratio,final_result
371710,57,0,2920.0,80.2,6.0,552.0,0.18904109589041096,Pass
174094,58,0,4238.0,76.0,3.0,73.0,0.017225106182161398,Pass
306646,58,1,144.0,52.7,8.0,24.0,0.16666666666666666,Pass
527100,58,1,817.0,91.6,7.0,78.0,0.09547123623011015,Distinction
439305,58,1,551.0,70.5,6.0,39.0,0.07078039927404718,Pass
354170,59,1,564.0,56.2,0.0,87.0,0.15425531914893617,Fail
387533,59,2,701.0,50.666666666666664,5.0,127.0,0.181169757489301,Fail
345519,59,0,1053.0,76.7,6.0,109.0,0.10351377018043685,Pass
298034,59,0,1623.0,72.4,7.0,269.0,0.16574245224892176,Fail
637665,60,0,2727.0,49.8,9.0,1492.0,0.5471213788045471,Pass
348807,60,1,362.0,75.7,8.0,60.0,0.16574585635359115,Pass
684180,60,1,123.0,62.7,6.0,15.0,0.12195121951219512,Pass
232307,60,1,649.0,64.9,5.0,96.0,0.14791987673343607,Pass
356170,61,1,768.0,73.25,3.0,38.0,0.049479166666666664,Pass
2010232,61,0,4073.0,83.8,8.0,1735.0,0.4259759391112202,Pass
301967,61,1,192.0,53.5,2.0,0.0,0.0,Pass
2398313,61,0,2587.0,71.2,7.0,640.0,0.24739080015461926,Pass
406682,62,0,2402.0,83.8,7.0,305.0,0.126977518734388,Distinction
75255,62,1,885.0,83.0,4.0,81.0,0.09152542372881356,Pass
139033,62,1,757.0,61.7,9.0,107.0,0.14134742404227213,Fail
108872,62,1,1281.0,60.9,8.0,330.0,0.2576112412177986,Pass
593987,63,1,1560.0,72.5,7.0,133.0,0.08525641025641026,Fail
468120,63,2,106.0,39.333333333333336,5.0,4.0,0.03773584905660377,Fail
331358,63,0,4178.0,85.0,9.0,2119.0,0.5071804691239827,Distinction
2277857,63,0,2217.0,64.9,7.0,369.0,0.16644113667117727,Pass
2648611,64,0,1347.0,78.2,2.0,94.0,0.06978470675575353,Pass
205494,64,1,826.0,64.0,3.0,61.0,0.07384987893462469,Pass
174745,64,1,1499.0,66.1,7.0,211.0,0.14076050700466977,Pass
570317,64,1,959.0,75.4,7.0,206.0,0.21480709071949947,Pass
518808,65,1,1440.0,74.1,9.0,89.0,0.06180555555555556,Pass
1398979,65,0,4504.0,72.28571428571429,9.0,2999.0,0.6658525754884547,Withdrawn
2551797,65,1,471.0,64.2,8.0,364.0,0.772823779193206,Pass
121349,65,0,2259.0,77.3,4.0,41.0,0.01814962372731297,Pass
175447,66,0,3305.0,70.0,5.0,1289.0,0.3900151285930408,Pass
31600,66,1,339.0,55.5,4.0,166.0,0.4896755162241888,Pass
235507,66,1,943.0,56.3,9.0,173.0,0.18345705196182396,Pass
1336190,66,1,935.0,69.9,8.0,32.0,0.034224598930481284,Pass
135400,67,1,269.0,48.4,9.0,2.0,0.007434944237918215,Pass
152668,67,2,601.0,71.0,9.0,84.0,0.13976705490848584,Withdrawn
569505,67,0,4090.0,85.9,6.0,2320.0,0.5672371638141809,Distinction
311235,67,0,1085.0,64.9,5.0,347.0,0.31981566820276497,Pass
155984,68,0,1693.0,79.0,7.0,229.0,0.13526284701712935,Pass
1773377,68,1,527.0,74.4,9.0,20.0,0.03795066413662239,Pass
402204,68,1,644.0,72.0,6.0,38.0,0.059006211180124224,Pass
696578,68,1,998.0,77.0,6.0,165.0,0.1653306613226453,Withdrawn
574505,69,1,847.0,41.7,4.0,6.0,0.0070838252656434475,Pass
2522927,69,0,3516.0,66.8,6.0,1143.0,0.3250853242320819,Pass
406671,69,1,344.0,77.7,8.0,80.0,0.23255813953488372,Pass
2240349,69,0,2746.0,77.2,2.0,570.0,0.20757465404224326,Pass
2514898,70,0,1569.0,67.6,9.0,270.0,0.17208413001912046,Pass
353665,70,1,360.0,63.9,7.0,99.0,0.275,Pass
2470694,70,1,779.0,67.0,5.0,403.0,0.5173299101412067,Fail
2432796,70,1,918.0,63.4,7.0,108.0,0.11764705882352941,Pass
677186,71,1,607.0,57.3,7.0,57.0,0.09390444810543658,Pass
341876,71,2,1330.0,68.66666666666667,6.0,806.0,0.606015037593985,Withdrawn
167961,71,0,1981.0,76.3,7.0,244.0,0.12317011610297829,Pass
125018,71,0,2114.0,64.3,7.0,696.0,0.32923368022705773,Pass
2642935,72,0,3676.0,83.7,8.0,1434.0,0.3900979325353645,Distinction
442064,72,1,395.0,52.0,7.0,76.0,0.19240506329113924,Pass
596288,72,1,374.0,76.7,7.0,80.0,0.21390374331550802,Pass
130636,72,1,220.0,59.7,6.0,30.0,0.13636363636363635,Pass
533068,73,1,346.0,60.4,9.0,106.0,0.3063583815028902,Pass
2574990,73,0,1557.0,56.7,6.0,227.0,0.1457931920359666,Fail
401404,73,1,1232.0,76.7,9.0,66.0,0.05357142857142857,Pass
124064,73,0,1970.0,87.6,6.0,431.0,0.21878172588832487,Distinction
1609002,74,0,914.0,79.8,7.0,46.0,0.05032822757111598,Pass
402727,74,1,341.0,74.0,6.0,45.0,0.13196480938416422,Pass
375260,74,1,773.0,69.6,6.0,56.0,0.0724450194049159,Pass
147756,74,1,1056.0,64.5,6.0,112.0,0.10606060606060606,Pass
2355470,75,1,210.0,53.2,8.0,6.0,0.02857142857142857,Pass
274947,75,2,249.0,49.9,4.0,57.0,0.2289156626506024,Withdrawn
2601889,75,0,2161.0,80.9,7.0,781.0,0.36140675613142065,Pass
377546,75,0,1615.0,83.4,5.0,297.0,0.18390092879256967,Distinction
304465,76,0,3378.0,75.1,5.0,651.0,0.19271758436944939,Pass
537081,76,1,866.0,61.4,6.0,473.0,0.546189376443418,Fail
85144,76,1,622.0,78.8,5.0,194.0,0.31189710610932475,Pass
1721270,76,1,716.0,57.5,5.0,65.0,0.09078212290502793,Pass
390890,77,1,283.0,68.2,0.0,39.0,0.13780918727915195,Pass
289449,77,0,1135.0,74.8,9.0,80.0,0.07048458149779736,Pass
2569324,77,1,444.0,72.6,9.0,33.0,0.07432432432432433,Pass
263251,77,0,2356.0,74.0,4.0,929.0,0.39431239388794564,Pass
2085209,78,0,6952.0,87.5,4.0,2283.0,0.3283947065592635,Pass
281077,78,1,796.0,72.6,5.0,126.0,0.15829145728643215,Pass
2633226,78,1,792.0,54.1,5.0,0.0,0.0,Pass
548120,78,1,766.0,73.7,8.0,64.0,0.0835509138381201,Pass
63165,79,1,904.0,52.1,8.0,177.0,0.19579646017699115,Pass
65002,79,2,5.0,67.33333333333333,7.0,0.0,0.0,Fail
1576513,79,0,14011.0,86.9,6.0,7017.0,0.5008207836699736,Distinction
1947156,79,0,1966.0,77.7,4.0,625.0,0.3179043743641913,Pass
2581477,80,0,5219.0,47.8,4.0,2861.0,0.5481893082966085,Pass
2073016,80,1,161.0,56.5,3.0,22.0,0.13664596273291926,Fail
350156,80,1,462.0,51.3,3.0,32.0,0.06926406926406926,Pass
94961,80,1,881.0,61.7,7.0,131.0,0.14869466515323496,Pass
2318055,81,1,1462.0,76.0,9.0,431.0,0.2948016415868673,Pass
1926668,81,0,2023.0,61.4,3.0,57.0,0.028175976272862086,Pass
483800,81,1,1208.0,71.0,3.0,331.0,0.2740066225165563,Pass
373872,81,0,1407.0,65.0,4.0,110.0,0.07818052594171997,Pass
696073,82,0,1961.0,74.7,6.0,279.0,0.14227434982151962,Pass
263952,82,1,1198.0,89.9,6.0,257.0,0.21452420701168615,Distinction
159954,82,1,799.0,70.2,4.0,72.0,0.09011264080100125,Withdrawn
468694,82,1,458.0,61.0,9.0,48.0,0.10480349344978165,Withdrawn
296424,83,1,1327.0,78.9,3.0,116.0,0.08741522230595328,Pass
1689639,83,2,1597.0,73.0,6.0,677.0,0.42391984971822166,Withdrawn
130034,83,0,1713.0,77.6,6.0,175.0,0.10215995329830706,Pass
409100,83,0,1909.0,79.1,8.0,159.0,0.08328968046097433,Pass
293824,84,0,6825.0,58.7,5.0,3462.0,0.5072527472527473,Pass
358182,84,1,1695.0,74.3,8.0,146.0,0.08613569321533923,Pass
294655,84,1,2113.0,77.9,7.0,353.0,0.16706105063890203,Fail
2694788,84,1,76.0,32.2,7.0,3.0,0.039473684210526314,Fail
431025,85,1,268.0,54.8,9.0,0.0,0.0,Fail
244246,85,0,1062.0,67.8,6.0,74.0,0.0696798493408663,Pass
2369415,85,1,491.0,79.0,4.0,11.0,0.02240325865580448,Pass
107489,85,0,3418.0,80.5,2.0,1136.0,0.3323581041544763,Pass
148993,86,0,1857.0,84.0,3.0,1097.0,0.5907377490576198,Pass
2624961,86,1,363.0,62.2,8.0,71.0,0.19559228650137742,Fail
58316,86,1,1149.0,72.9,7.0,45.0,0.0391644908616188,Pass
292525,86,1,310.0,84.6,7.0,0.0,0.0,Pass
