id_student,group_id,cluster,sex,address,internet,studytime,absences,G1,G3
606,91,2,F,U,no,1,0,5,0
71,91,0,M,U,yes,4,2,13,11
13,92,0,M,U,yes,1,0,12,12
475,92,0,M,R,yes,1,2,10,11
574,92,2,F,U,no,1,9,7,10
66,92,1,F,U,yes,2,2,16,16
318,93,1,F,U,yes,2,6,12,12
472,93,2,F,R,no,2,2,12,12
378,93,0,M,U,yes,3,0,13,13
30,93,0,M,U,yes,2,4,12,12
624,94,0,M,U,yes,3,0,15,16
70,94,1,F,R,yes,4,6,15,15
229,94,2,F,R,no,1,6,12,11
227,94,1,F,U,yes,2,0,13,13
342,95,1,F,U,yes,2,2,14,13
416,95,1,F,U,yes,1,5,9,11
445,95,2,M,R,no,2,4,9,11
103,95,0,M,U,yes,1,2,12,12
44,96,0,M,U,yes,1,0,9,10
414,96,0,M,R,yes,2,21,9,10
386,96,2,F,U,no,2,2,10,10
121,96,1,F,U,yes,2,0,14,14
634,97,1,F,R,yes,2,1,13,14
180,97,2,M,U,no,1,10,8,8
22,97,0,M,U,yes,1,0,11,12
497,97,1,F,R,yes,1,2,14,14
639,98,0,M,U,yes,2,4,14,16
357,98,1,F,R,yes,1,2,15,17
560,98,2,M,R,no,1,0,12,13
507,98,1,F,U,yes,2,8,11,10
481,99,1,F,U,yes,1,0,9,10
257,99,0,M,U,yes,1,26,7,8
589,99,2,F,U,no,1,0,8,9
568,99,0,M,R,yes,1,0,4,0
264,100,0,M,U,yes,2,16,8,8
244,100,1,F,U,yes,3,0,15,16
429,100,2,F,R,no,1,0,6,9
433,100,1,F,R,yes,1,0,6,7
107,101,1,F,U,yes,4,4,10,10
233,101,2,F,U,no,1,4,12,13
281,101,0,M,R,yes,2,8,10,10
77,101,0,M,U,yes,4,0,12,11
84,102,0,M,U,yes,2,2,13,13
45,102,1,F,U,yes,2,14,10,11
510,102,2,F,R,no,2,0,16,18
594,102,1,F,U,yes,2,0,12,14
505,103,1,F,U,yes,3,0,12,13
212,103,0,M,R,yes,1,16,10,12
438,103,2,F,R,no,1,0,12,12
67,103,0,M,U,yes,4,0,11,12
412,104,0,M,U,yes,3,2,12,15
630,104,1,F,R,yes,1,4,7,9
36,104,2,F,U,no,1,4,11,11
99,104,1,F,U,yes,1,4,12,13
91,105,1,F,U,yes,3,2,9,11
591,105,2,F,U,no,2,3,7,7
402,105,0,M,U,yes,3,0,14,14
129,105,0,M,R,yes,1,8,14,15
193,106,0,M,R,yes,1,8,10,11
225,106,1,F,U,yes,4,4,12,12
74,106,2,M,U,no,1,0,13,14
221,106,1,F,U,yes,2,2,11,12
453,107,1,F,R,yes,2,4,9,11
532,107,0,M,U,yes,2,0,10,10
275,107,2,F,U,no,2,10,10,10
79,107,0,M,U,yes,1,0,9,10
648,108,0,M,U,yes,1,6,10,10
155,108,1,F,U,yes,1,4,10,11
641,108,2,M,R,no,1,0,7,0
83,108,1,F,U,yes,2,4,12,11
205,109,1,F,U,yes,2,6,12,13
599,109,2,M,U,no,1,8,10,11
522,109,1,F,R,yes,2,0,8,10
186,109,0,M,U,yes,2,0,16,18
34,110,0,M,U,yes,2,0,13,12
392,110,1,F,U,yes,3,8,11,14
328,110,2,F,R,no,4,2,17,18
261,110,1,F,U,yes,1,4,12,11
400,111,1,F,U,yes,3,4,14,17
556,111,1,F,R,yes,3,5,13,13
569,111,2,M,U,no,1,4,6,9
535,111,0,M,U,yes,1,0,11,12
201,112,0,M,U,yes,1,0,10,11
486,112,1,F,R,yes,2,0,11,11
304,112,2,F,U,no,3,2,15,13
404,112,1,F,U,yes,2,10,12,15
436,113,1,F,R,yes,2,0,10,10
259,113,2,F,U,no,2,4,14,15
7,113,0,M,U,yes,2,0,13,13
114,113,0,M,U,yes,1,10,18,18
208,114,0,M,R,yes,1,0,11,10
231,114,1,F,U,yes,2,16,11,10
179,114,2,M,R,no,2,0,8,8
191,114,1,F,U,yes,2,0,13,14
86,115,1,F,U,yes,2,4,12,12
200,115,0,M,U,yes,2,6,11,14
428,115,2,F,R,no,2,0,16,17
185,115,0,M,U,yes,1,4,9,10
326,116,0,M,U,yes,1,22,11,10
368,116,1,F,U,yes,2,2,11,14
141,116,2,M,R,no,2,2,10,10
585,116,1,F,R,yes,1,0,10,11
499,117,1,F,U,yes,2,0,14,14
204,117,2,M,R,no,2,6,9,10
123,117,1,F,U,yes,2,2,14,13
388,117,0,M,U,yes,1,6,15,15
243,118,0,M,U,yes,2,2,9,11
348,118,1,F,R,yes,3,0,7,8
165,118,2,M,U,no,1,6,9,10
92,118,1,F,U,yes,1,6,14,13
68,119,1,F,U,yes,4,0,10,10
130,119,0,M,U,yes,3,4,13,13
557,119,2,M,R,no,1,4,9,11
26,119,1,F,U,yes,1,6,10,12
42,120,0,M,U,yes,1,8,10,11
407,120,1,F,U,yes,1,6,10,13
539,120,2,F,R,no,3,2,11,11
376,120,1,F,U,yes,3,0,14,15
395,121,1,F,R,yes,2,0,14,16
488,121,2,F,R,no,3,6,7,10
288,121,0,M,U,yes,1,0,9,10
268,121,0,M,U,yes,2,8,15,15
637,122,0,M,U,yes,2,4,17,19
274,122,1,F,U,yes,3,10,11,11
559,122,2,M,R,no,1,0,8,10
462,122,1,F,R,yes,1,0,13,14
449,123,1,F,R,yes,3,6,16,17
111,123,0,M,U,yes,1,4,13,14
8,123,2,F,U,no,2,2,10,13
572,123,0,M,U,yes,1,4,8,9
553,124,0,M,U,yes,2,2,9,10
509,124,0,M,R,yes,1,0,10,9
216,124,2,F,U,no,2,4,11,12
331,124,1,F,U,yes,2,10,12,14
375,125,1,F,U,yes,3,0,17,17
516,125,2,F,U,no,2,8,9,10
31,125,0,M,U,yes,2,0,10,11
97,125,0,M,R,yes,1,6,9,11
546,126,0,M,U,yes,2,8,8,8
451,126,1,F,R,yes,2,2,15,15
267,126,2,F,U,no,2,4,15,14
356,126,1,F,U,yes,2,2,11,14
491,127,1,F,R,yes,1,4,9,10
552,127,0,M,U,yes,2,0,13,13
197,127,2,F,U,no,2,0,17,17
270,127,0,M,U,yes,1,7,14,15
247,128,0,M,U,yes,2,0,13,13
322,128,1,F,U,yes,3,8,13,15
465,128,2,M,R,no,1,6,11,11
182,128,1,F,U,yes,2,0,17,18
468,129,1,F,R,yes,2,1,14,14
161,129,2,F,U,no,2,6,11,11
571,129,0,M,R,yes,1,6,7,8
37,129,0,M,U,yes,3,0,14,14
246,130,0,M,R,yes,2,0,12,13
492,130,1,F,U,yes,2,12,7,9
609,130,2,F,U,no,2,2,8,11
593,130,1,F,U,yes,1,0,11,13
334,131,1,F,U,yes,3,0,13,14
310,131,0,M,U,yes,2,4,10,14
508,131,2,F,U,no,3,0,11,10
444,131,0,M,R,yes,2,7,7,8
43,132,0,M,U,yes,2,0,14,15
608,132,1,F,R,yes,2,5,11,12
530,132,2,F,U,no,1,1,11,11
265,132,1,F,U,yes,1,8,11,10
144,133,1,F,U,yes,3,10,12,11
494,133,2,F,U,no,1,5,9,10
425,133,1,F,R,yes,2,0,12,12
431,133,0,M,U,yes,3,0,10,11
207,134,0,M,U,yes,2,16,10,12
590,134,1,F,U,yes,1,0,7,10
525,134,2,F,R,no,2,2,7,8
456,134,1,F,U,yes,2,0,9,9
184,135,1,F,U,yes,2,0,16,17
325,135,0,M,U,yes,1,10,10,11
61,135,2,F,R,no,2,0,17,16
153,135,0,M,U,yes,1,4,12,11
120,136,0,M,U,yes,1,2,14,14
620,136,1,F,U,yes,2,6,13,13
432,136,2,F,R,no,2,0,10,10
134,136,1,F,U,yes,1,6,11,13
607,137,1,F,U,yes,4,0,18,18
541,137,2,F,U,no,1,5,9,11
15,137,0,M,U,yes,3,0,14,15
109,137,0,M,R,yes,4,8,12,11
628,138,0,M,R,yes,1,3,9,10
299,138,1,F,U,yes,4,2,10,12
106,138,2,F,U,no,4,10,10,10
595,138,1,F,U,yes,2,0,18,18
16,139,1,F,U,yes,1,6,17,17
649,139,0,M,R,yes,1,4,10,11
562,139,2,M,U,no,2,6,10,10
408,139,1,F,U,yes,3,0,9,12
524,140,0,M,U,yes,4,2,5,6
219,140,1,F,R,yes,4,6,13,13
373,140,2,F,U,no,2,4,14,13
383,140,1,F,U,yes,1,2,11,11
381,141,1,F,U,yes,3,0,13,13
370,141,2,F,U,no,3,12,10,11
302,141,0,M,U,yes,2,2,10,11
340,141,0,M,R,yes,3,0,14,15
196,142,0,M,U,yes,2,0,11,13
309,142,1,F,R,yes,2,8,10,12
483,142,2,F,R,no,1,0,9,9
47,142,1,F,U,yes,2,6,13,13
3,143,1,F,U,yes,2,6,12,12
384,143,0,M,U,yes,4,0,11,12
391,143,2,F,R,no,4,6,14,14
533,143,0,M,U,yes,2,2,9,8
638,144,0,M,R,yes,1,0,7,0
136,144,1,F,U,yes,1,12,15,14
128,144,2,F,U,no,2,0,9,11
484,144,1,F,R,yes,2,1,9,11
592,145,1,F,U,yes,2,2,12,14
142,145,2,F,R,no,2,0,14,13
501,145,0,M,U,yes,1,12,6,7
28,145,0,M,U,yes,1,0,11,11
192,146,0,M,U,yes,2,4,11,10
252,146,1,F,U,yes,1,4,9,10
278,146,2,F,U,no,2,4,11,11
287,146,0,M,R,yes,1,0,12,13
621,147,1,F,U,yes,2,4,15,15
409,147,0,M,U,yes,2,11,9,12
440,147,1,F,R,yes,1,0,14,16
341,147,0,M,U,yes,1,0,14,15
580,148,0,M,U,yes,1,0,9,9
549,148,1,F,U,yes,2,2,11,11
119,148,0,M,R,yes,2,14,12,11
64,148,1,F,U,yes,3,0,14,13
612,149,1,F,R,yes,3,5,14,15
49,149,2,M,U,no,2,4,11,13
167,149,0,M,U,yes,1,6,11,11
158,149,1,F,U,yes,1,0,11,10
21,150,0,M,U,yes,2,0,12,14
69,150,1,F,R,yes,2,0,11,11
54,150,1,F,U,yes,1,0,13,12
366,150,1,F,U,yes,2,14,15,17
255,151,1,F,U,yes,2,16,9,10
33,151,0,M,R,yes,2,0,13,15
65,151,1,F,U,yes,2,0,13,12
81,151,0,M,U,yes,1,0,11,12
347,152,0,M,U,yes,1,0,12,13
477,152,1,F,R,yes,1,2,10,8
514,152,1,F,U,yes,1,0,8,8
330,152,1,F,U,yes,2,12,12,14
646,153,1,F,U,yes,2,4,15,16
5,153,2,F,U,no,2,0,11,13
577,153,0,M,R,yes,1,8,9,11
242,153,0,M,U,yes,2,0,10,11
190,154,0,M,U,yes,2,0,10,11
254,154,1,F,U,yes,2,18,10,10
224,154,1,F,R,yes,3,0,11,12
234,154,1,F,U,yes,3,0,12,13
94,155,1,F,U,yes,2,2,13,14
285,155,0,M,U,yes,1,4,7,6
240,155,1,F,R,yes,2,4,8,8
38,155,0,M,R,yes,3,4,13,13
474,156,0,M,U,yes,1,4,10,10
350,156,1,F,U,yes,4,0,18,18
604,156,1,F,R,yes,2,0,5,0
394,156,1,F,U,yes,4,4,14,15
333,157,1,F,U,yes,3,0,18,18
563,157,2,F,R,no,2,0,11,12
308,157,0,M,U,yes,2,0,11,14
398,157,1,F,U,yes,2,18,10,14
320,158,0,M,U,yes,1,6,11,12
60,158,1,F,U,yes,2,2,16,16
506,158,1,F,R,yes,1,0,11,11
230,158,1,F,U,yes,2,2,14,15
290,159,1,F,U,yes,4,2,14,17
306,159,0,M,U,yes,1,8,8,9
50,159,1,F,U,yes,2,2,13,12
293,159,1,F,R,yes,3,2,11,14
401,160,0,M,R,yes,3,4,15,17
55,160,1,F,U,yes,1,0,13,13
160,160,1,F,U,yes,2,6,13,13
411,160,1,F,U,yes,2,0,13,17
125,161,1,F,U,yes,2,0,12,11
460,161,2,F,R,no,3,2,10,10
502,161,0,M,U,yes,1,8,14,13
397,162,0,M,U,yes,2,6,16,17
555,162,1,F,R,yes,1,3,10,10
635,162,1,F,U,yes,2,1,16,16
214,163,1,F,U,yes,2,0,11,11
538,163,0,M,U,yes,1,11,12,12
434,163,1,F,R,yes,1,0,13,14
