id_student,group_id,cluster,sex,address,internet,studytime,absences,G1,G3
173,25,0,M,U,yes,2,0,10,1
190,25,0,M,U,yes,2,0,10,11
120,26,0,M,U,yes,1,2,14,14
341,26,0,M,U,yes,1,0,14,15
13,26,0,M,U,yes,1,0,12,12
397,26,0,M,U,yes,2,6,16,17
628,27,0,M,R,yes,1,3,9,10
475,27,0,M,R,yes,1,2,10,11
571,27,0,M,R,yes,1,6,7,8
306,27,0,M,U,yes,1,8,8,9
524,28,0,M,U,yes,4,2,5,6
30,28,0,M,U,yes,2,4,12,12
67,28,0,M,U,yes,4,0,11,12
101,28,0,M,U,yes,1,12,9,8
196,29,0,M,U,yes,2,0,11,13
324,29,0,M,U,yes,1,0,10,10
130,29,0,M,U,yes,3,4,13,13
548,29,0,M,R,yes,1,0,10,11
638,30,0,M,R,yes,1,0,7,0
561,30,0,M,R,yes,1,0,10,10
509,30,0,M,R,yes,1,0,10,9
474,30,0,M,U,yes,1,4,10,10
192,31,0,M,U,yes,2,4,11,10
281,31,0,M,R,yes,2,8,10,10
310,31,0,M,U,yes,2,4,10,14
232,31,0,M,U,yes,2,10,10,10
347,32,0,M,U,yes,1,0,12,13
258,32,0,M,U,yes,1,6,10,9
211,32,0,M,U,yes,1,4,13,14
337,32,0,M,U,yes,2,2,15,16
401,33,0,M,R,yes,3,4,15,17
48,33,0,M,U,yes,4,2,17,17
336,33,0,M,U,yes,2,0,17,17
150,33,0,M,U,yes,4,6,9,11
558,34,0,F,R,yes,2,2,7,10
132,34,0,F,U,yes,2,10,10,8
176,34,0,M,R,yes,2,4,7,8
175,34,0,M,R,yes,1,8,8,9
396,35,0,M,U,yes,2,0,12,13
97,35,0,M,R,yes,1,6,9,11
345,35,0,M,U,yes,1,0,18,17
105,35,0,M,U,yes,2,0,16,16
76,36,0,M,U,yes,2,0,11,11
195,36,0,M,U,yes,2,4,11,11
129,36,0,M,R,yes,1,8,14,15
535,36,0,M,U,yes,1,0,11,12
116,37,0,M,U,yes,2,6,16,14
596,37,0,M,U,yes,1,3,17,17
103,37,0,M,U,yes,1,2,12,12
111,37,0,M,U,yes,1,4,13,14
10,38,0,M,U,yes,2,0,12,13
33,38,0,M,R,yes,2,0,13,15
22,38,0,M,U,yes,1,0,11,12
6,38,0,M,U,yes,2,6,12,13
163,39,0,M,U,yes,1,0,12,11
566,39,0,M,R,yes,1,0,10,9
567,39,0,M,R,yes,1,2,9,9
414,39,0,M,R,yes,2,21,9,10
228,40,0,M,U,yes,2,10,12,11
478,40,0,M,U,yes,1,11,12,11
24,40,0,M,U,yes,2,2,10,10
257,40,0,M,U,yes,1,26,7,8
20,41,0,M,U,yes,1,6,12,12
162,41,0,M,U,yes,1,16,9,8
269,41,0,M,R,yes,2,0,12,12
248,41,0,M,U,yes,2,0,13,14
273,42,0,M,R,yes,3,2,13,15
335,42,0,M,U,yes,3,0,14,15
89,42,0,M,U,yes,2,6,12,11
246,42,0,M,R,yes,2,0,12,13
600,43,0,M,R,yes,1,5,12,14
119,43,0,M,R,yes,2,14,12,11
178,43,0,M,U,yes,1,2,9,8
153,43,0,M,U,yes,1,4,12,11
72,44,0,M,U,yes,4,0,11,10
77,44,0,M,U,yes,4,0,12,11
340,44,0,M,R,yes,3,0,14,15
14,44,0,M,U,yes,2,0,12,13
118,45,0,M,U,yes,1,6,14,15
35,45,0,M,U,yes,1,4,12,12
388,45,0,M,U,yes,1,6,15,15
114,45,0,M,U,yes,1,10,18,18
59,46,0,M,U,yes,2,0,14,14
202,46,0,M,U,yes,2,0,13,16
186,46,0,M,U,yes,2,0,16,18
332,46,0,M,U,yes,2,0,12,12
443,47,0,M,R,yes,2,0,12,14
250,47,0,M,U,yes,3,0,12,12
362,47,0,M,U,yes,2,9,11,10
520,47,0,M,R,yes,2,0,8,0
617,48,0,M,U,yes,1,2,14,14
277,48,0,M,U,yes,1,7,15,16
242,48,0,M,U,yes,2,0,10,11
27,48,0,M,U,yes,1,8,11,12
532,49,0,M,U,yes,2,0,10,10
568,49,0,M,R,yes,1,0,4,0
649,49,0,M,R,yes,1,4,10,11
575,49,0,M,R,yes,1,12,8,10
552,50,0,M,U,yes,2,0,13,13
444,50,0,M,R,yes,2,7,7,8
378,50,0,M,U,yes,3,0,13,13
28,50,0,M,U,yes,1,0,11,11
384,51,0,M,U,yes,4,0,11,12
402,51,0,M,U,yes,3,0,14,14
538,51,0,M,U,yes,1,11,12,12
167,51,0,M,U,yes,1,6,11,11
280,52,0,M,U,yes,1,12,7,5
288,52,0,M,U,yes,1,0,9,10
570,52,0,M,U,yes,2,9,4,8
565,52,0,M,R,yes,1,2,11,10
271,53,0,M,U,yes,1,4,14,15
23,53,0,M,U,yes,2,0,12,14
417,53,0,M,U,yes,2,10,16,18
270,53,0,M,U,yes,1,7,14,15
577,54,0,M,R,yes,1,8,9,11
458,54,0,M,R,yes,1,4,10,11
501,54,0,M,U,yes,1,12,6,7
109,54,0,M,R,yes,4,8,12,11
367,55,1,F,U,yes,2,0,12,13
46,55,1,F,U,yes,2,4,10,11
604,55,1,F,R,yes,2,0,5,0
389,55,1,F,U,yes,2,8,10,12
408,56,1,F,U,yes,3,0,9,12
25,56,1,F,R,yes,3,2,10,10
645,56,1,F,R,yes,3,4,10,10
210,56,1,F,U,yes,2,8,14,16
363,57,1,F,U,yes,2,0,12,13
54,57,1,F,U,yes,1,0,13,12
434,57,1,F,R,yes,1,0,13,14
360,57,1,F,R,yes,3,2,15,17
588,58,1,F,R,yes,2,3,7,8
26,58,1,F,U,yes,1,6,10,12
265,58,1,F,U,yes,1,8,11,10
492,58,1,F,U,yes,2,12,7,9
374,59,1,F,R,yes,3,0,11,10
299,59,1,F,U,yes,4,2,10,12
534,59,1,F,U,yes,2,0,14,16
504,59,1,F,U,yes,4,0,14,14
241,60,1,F,U,yes,2,2,17,17
70,60,1,F,R,yes,4,6,15,15
88,60,1,F,U,yes,3,4,15,15
400,60,1,F,U,yes,3,4,14,17
497,61,1,F,R,yes,1,2,14,14
135,61,1,F,U,yes,1,2,13,12
289,61,1,F,U,yes,2,2,12,13
191,61,1,F,U,yes,2,0,13,14
276,62,1,F,U,yes,3,10,12,11
404,62,1,F,U,yes,2,10,12,15
636,62,1,F,R,yes,2,10,8,9
311,62,1,F,R,yes,2,12,8,10
198,63,1,F,U,yes,2,32,14,14
41,63,1,F,U,yes,2,16,11,10
213,63,1,F,U,yes,1,30,14,16
254,63,1,F,U,yes,2,18,10,10
507,64,1,F,U,yes,2,8,11,10
220,64,1,F,U,yes,3,14,8,8
312,64,1,F,U,yes,2,16,11,12
406,64,1,F,U,yes,1,16,10,11
643,65,1,F,U,yes,2,0,6,11
471,65,1,F,R,yes,2,4,13,12
364,65,1,F,U,yes,1,4,11,14
343,65,1,F,U,yes,2,0,13,14
496,66,1,F,U,yes,1,0,14,13
357,66,1,F,R,yes,1,2,15,17
365,66,1,F,U,yes,1,2,14,17
189,66,1,F,U,yes,2,0,14,15
110,67,1,F,U,yes,3,2,15,14
100,67,1,F,U,yes,3,2,12,13
547,67,1,F,U,yes,2,0,13,16
346,67,1,F,U,yes,2,0,14,15
214,68,1,F,U,yes,2,0,11,11
50,68,1,F,U,yes,2,2,13,12
184,68,1,F,U,yes,2,0,16,17
321,68,1,F,U,yes,2,2,14,13
51,69,1,F,U,yes,2,0,14,13
157,69,1,F,U,yes,2,0,12,12
594,69,1,F,U,yes,2,0,12,14
160,69,1,F,U,yes,2,6,13,13
405,70,1,F,U,yes,2,4,12,16
73,70,1,F,R,yes,2,2,13,11
372,70,1,F,U,yes,1,2,10,10
411,70,1,F,U,yes,2,0,13,17
403,71,1,F,U,yes,3,0,11,13
293,71,1,F,R,yes,3,2,11,14
381,71,1,F,U,yes,3,0,13,13
91,71,1,F,U,yes,3,2,9,11
451,72,1,F,R,yes,2,2,15,15
230,72,1,F,U,yes,2,2,14,15
66,72,1,F,U,yes,2,2,16,16
94,72,1,F,U,yes,2,2,13,14
422,73,1,F,U,yes,1,5,8,10
633,73,1,F,R,yes,2,4,7,9
491,73,1,F,R,yes,1,4,9,10
371,73,1,F,U,yes,2,2,8,9
2,74,1,F,U,yes,2,2,9,11
206,74,1,F,U,yes,2,0,12,12
461,74,1,F,R,yes,2,1,11,11
522,74,1,F,R,yes,2,0,8,10
96,75,1,F,R,yes,4,4,13,13
376,75,1,F,U,yes,3,0,14,15
244,75,1,F,U,yes,3,0,15,16
415,75,1,F,R,yes,3,8,11,15
517,76,1,F,R,yes,2,0,14,16
65,76,1,F,U,yes,2,0,13,12
634,76,1,F,R,yes,2,1,13,14
215,76,1,F,U,yes,2,2,14,15
597,77,1,F,U,yes,2,0,17,18
550,77,1,F,R,yes,2,0,17,18
253,77,1,F,U,yes,2,0,14,13
52,77,1,F,U,yes,2,0,16,16
495,78,1,F,R,yes,2,0,8,9
549,78,1,F,U,yes,2,2,11,11
555,78,1,F,R,yes,1,3,10,10
630,78,1,F,R,yes,1,4,7,9
421,79,1,F,U,yes,2,10,14,17
69,79,1,F,R,yes,2,0,11,11
529,79,1,F,R,yes,1,5,9,9
356,79,1,F,U,yes,2,2,11,14
477,80,1,F,R,yes,1,2,10,8
252,80,1,F,U,yes,1,4,9,10
590,80,1,F,U,yes,1,0,7,10
158,80,1,F,U,yes,1,0,11,10
512,81,1,F,U,yes,2,1,11,10
506,81,1,F,R,yes,1,0,11,11
329,81,1,F,U,yes,2,0,12,13
603,81,1,F,U,yes,3,0,11,13
523,82,1,F,U,yes,2,4,8,8
348,82,1,F,R,yes,3,0,7,8
392,82,1,F,U,yes,3,8,11,14
543,82,1,F,U,yes,3,1,10,12
127,83,1,F,U,yes,2,0,10,11
99,83,1,F,U,yes,1,4,12,13
631,83,1,F,R,yes,3,0,15,17
16,83,1,F,U,yes,1,6,17,17
361,84,1,F,U,yes,2,8,11,14
626,84,1,F,U,yes,1,0,10,10
440,84,1,F,R,yes,1,0,14,16
112,84,1,F,R,yes,3,4,11,11
556,85,1,F,R,yes,3,5,13,13
334,85,1,F,U,yes,3,0,13,14
305,85,1,F,U,yes,3,0,11,13
219,85,1,F,R,yes,4,6,13,13
319,86,1,F,R,yes,2,15,12,10
256,86,1,F,U,yes,1,14,8,7
398,86,1,F,U,yes,2,18,10,14
113,86,1,F,U,yes,2,12,8,10
618,87,1,F,U,yes,3,0,19,18
266,87,1,F,R,yes,3,4,15,15
121,87,1,F,U,yes,2,0,14,14
234,87,1,F,U,yes,3,0,12,13
393,88,1,F,U,yes,2,0,12,15
395,88,1,F,R,yes,2,0,14,16
456,88,1,F,U,yes,2,0,9,9
323,88,1,F,R,yes,2,0,9,10
146,89,1,F,U,yes,1,4,9,10
148,89,1,F,U,yes,1,6,13,14
593,89,1,F,U,yes,1,0,11,13
123,89,1,F,U,yes,2,2,14,13
423,90,1,F,U,yes,2,4,10,13
514,90,1,F,U,yes,1,0,8,8
199,90,1,F,U,yes,2,8,14,16
602,90,1,F,U,yes,2,4,8,10
399,91,1,F,U,yes,3,0,11,14
68,91,1,F,U,yes,4,0,10,10
78,91,1,F,U,yes,4,1,13,13
107,91,1,F,U,yes,4,4,10,10
316,92,1,F,U,yes,2,8,14,15
646,92,1,F,U,yes,2,4,15,16
499,92,1,F,U,yes,2,0,14,14
56,92,1,F,U,yes,2,2,12,12
83,93,1,F,U,yes,2,4,12,11
330,93,1,F,U,yes,2,12,12,14
125,93,1,F,U,yes,2,0,12,11
183,93,1,F,U,yes,2,0,12,13
231,94,1,F,U,yes,2,16,11,10
80,94,1,F,U,yes,2,14,12,11
151,94,1,F,U,no,2,24,9,9
203,94,1,F,U,yes,2,10,12,14
133,95,1,F,U,yes,1,8,11,11
134,95,1,F,U,yes,1,6,11,13
521,95,1,F,U,yes,2,6,6,8
331,95,1,F,U,yes,2,10,12,14
424,96,1,F,U,yes,1,11,10,11
263,96,1,F,R,yes,1,14,9,8
466,96,1,F,U,yes,2,9,9,8
45,96,1,F,U,yes,2,14,10,11
382,97,1,F,U,yes,3,4,15,15
239,97,1,F,U,yes,3,4,15,16
449,97,1,F,R,yes,3,6,16,17
154,97,1,F,U,yes,3,2,13,13
57,98,1,F,U,yes,2,0,15,15
245,98,1,F,U,yes,2,0,14,12
635,98,1,F,U,yes,2,1,16,16
301,98,1,F,U,yes,2,2,15,15
149,99,1,F,R,yes,1,2,8,9
433,99,1,F,R,yes,1,0,6,7
584,99,1,F,R,yes,1,0,8,0
437,99,1,F,R,yes,1,4,6,8
587,100,1,F,U,yes,2,0,8,0
272,100,1,F,U,yes,2,2,11,12
427,100,1,F,R,yes,1,4,10,11
75,100,1,F,U,yes,2,4,11,11
625,101,1,F,R,yes,1,0,8,9
487,101,1,F,U,yes,1,1,9,10
481,101,1,F,U,yes,1,0,9,10
632,101,1,F,R,yes,3,4,10,12
235,102,1,F,R,yes,2,0,11,11
261,102,1,F,U,yes,1,4,12,11
425,102,1,F,R,yes,2,0,12,12
486,102,1,F,R,yes,2,0,11,11
85,103,1,F,U,yes,2,2,13,12
3,103,1,F,U,yes,2,6,12,12
462,103,1,F,R,yes,1,0,13,14
260,103,1,F,U,yes,3,10,11,10
237,104,1,F,U,yes,2,0,13,14
159,104,1,F,U,yes,2,2,11,11
221,104,1,F,U,yes,2,2,11,12
515,104,1,F,U,yes,1,2,7,7
377,105,1,F,U,yes,3,0,14,14
484,105,1,F,R,yes,2,1,9,11
518,105,1,F,R,yes,1,0,14,15
453,105,1,F,R,yes,2,4,9,11
576,106,1,F,R,yes,1,8,10,10
55,106,1,F,U,yes,1,0,13,13
342,106,1,F,U,yes,2,2,14,13
64,106,1,F,U,yes,3,0,14,13
338,107,1,F,U,yes,3,0,17,18
182,107,1,F,U,yes,2,0,17,18
4,107,1,F,U,yes,3,0,14,14
349,107,1,F,U,yes,3,0,16,16
12,108,1,F,U,yes,3,0,10,13
459,108,1,F,R,yes,4,0,13,13
608,108,1,F,R,yes,2,5,11,12
322,108,1,F,U,yes,3,8,13,15
318,109,1,F,U,yes,2,6,12,12
383,109,1,F,U,yes,1,2,11,11
439,109,1,F,R,yes,1,2,10,12
585,109,1,F,R,yes,1,0,10,11
505,110,1,F,U,yes,3,0,12,13
63,110,1,F,U,yes,2,0,13,10
390,110,1,F,U,yes,2,0,10,12
592,110,1,F,U,yes,2,2,12,14
205,111,1,F,U,yes,2,6,12,13
317,111,1,F,U,yes,2,6,15,16
418,111,1,F,U,yes,3,5,14,17
188,111,1,F,U,yes,2,0,14,13
436,112,1,F,R,yes,2,0,10,10
240,112,1,F,R,yes,2,4,8,8
291,112,1,F,U,yes,2,0,10,11
227,112,1,F,U,yes,2,0,13,13
86,113,1,F,U,yes,2,4,12,12
309,113,1,F,R,yes,2,8,10,12
644,113,1,F,R,yes,1,4,7,10
615,113,1,F,R,yes,2,2,12,12
375,114,1,F,U,yes,3,0,17,17
607,114,1,F,U,yes,4,0,18,18
344,114,1,F,U,yes,4,0,16,17
527,114,1,F,R,yes,1,1,13,14
468,115,1,F,R,yes,2,1,14,14
355,115,1,F,U,yes,2,2,12,15
155,115,1,F,U,yes,1,4,10,11
368,115,1,F,U,yes,2,2,11,14
144,116,1,F,U,yes,3,10,12,11
416,116,1,F,U,yes,1,5,9,11
136,116,1,F,U,yes,1,12,15,14
274,116,1,F,U,yes,3,10,11,11
621,117,1,F,U,yes,2,4,15,15
11,117,1,F,U,yes,2,2,14,14
17,117,1,F,U,yes,3,10,13,14
222,117,1,F,U,yes,2,4,14,15
255,118,1,F,U,yes,2,16,9,10
218,118,1,F,R,yes,1,21,13,13
513,118,1,F,R,yes,2,9,7,7
104,118,1,F,U,yes,2,16,11,10
333,119,1,F,U,yes,3,0,18,18
394,119,1,F,U,yes,4,4,14,15
313,119,1,F,U,yes,4,10,16,16
225,119,1,F,U,yes,4,4,12,12
290,120,1,F,U,yes,4,2,14,17
350,120,1,F,U,yes,4,0,18,18
60,120,1,F,U,yes,2,2,16,16
413,120,1,F,U,yes,2,0,14,17
140,121,1,F,U,yes,3,4,13,15
224,121,1,F,R,yes,3,0,11,12
387,121,1,F,R,yes,3,0,15,15
358,121,1,F,U,yes,3,2,14,17
359,122,1,F,U,yes,1,8,12,15
47,122,1,F,U,yes,2,6,13,13
519,122,1,F,U,yes,2,8,8,8
620,122,1,F,U,yes,2,6,13,13
300,123,1,F,R,yes,2,8,10,12
540,123,1,F,U,yes,2,8,9,10
407,123,1,F,U,yes,1,6,10,13
612,123,1,F,R,yes,3,5,14,15
166,124,1,F,R,yes,3,2,13,13
131,124,1,F,R,yes,3,0,10,12
627,124,1,F,R,yes,2,0,7,0
39,124,1,F,R,yes,3,2,11,12
511,125,2,F,R,no,2,0,15,17
510,125,2,F,R,no,2,0,16,18
450,125,2,F,R,no,1,3,11,13
314,125,2,F,U,no,2,2,13,13
294,126,2,F,U,no,3,4,11,14
586,126,2,F,R,no,3,5,8,8
508,126,2,F,U,no,3,0,11,10
278,126,2,F,U,no,2,4,11,11
539,127,2,F,R,no,3,2,11,11
106,127,2,F,U,no,4,10,10,10
216,127,2,F,U,no,2,4,11,12
480,127,2,F,U,no,1,4,9,10
223,128,2,F,U,no,1,2,12,13
483,128,2,F,R,no,1,0,9,9
463,128,2,F,R,no,2,0,13,14
438,128,2,F,R,no,1,0,12,12
430,129,2,M,R,no,2,5,10,11
470,129,2,M,U,no,2,0,13,13
117,129,2,M,U,no,2,4,16,16
58,129,2,M,U,no,2,8,15,16
503,130,2,M,R,no,4,2,10,9
623,130,2,M,R,no,2,0,8,9
441,130,2,M,U,no,2,0,7,0
204,130,2,M,R,no,2,6,9,10
642,131,2,F,R,no,3,0,14,15
619,131,2,F,R,no,2,0,16,15
476,131,2,F,U,no,3,0,12,14
328,131,2,F,R,no,4,2,17,18
298,132,2,M,R,no,1,0,9,10
452,132,2,M,R,no,2,0,10,11
469,132,2,M,U,no,1,1,13,13
172,132,2,M,R,no,1,4,12,11
435,133,2,F,U,no,4,4,10,11
647,133,2,F,U,no,2,6,11,9
454,133,2,F,U,no,3,0,10,8
455,133,2,F,U,no,3,3,9,8
528,134,2,M,U,no,3,0,10,10
139,134,2,M,R,no,2,2,12,11
286,134,2,M,R,no,1,2,14,12
554,134,2,M,U,no,1,4,11,12
385,135,2,M,R,no,1,0,11,10
74,135,2,M,U,no,1,0,13,14
49,135,2,M,U,no,2,4,11,13
353,135,2,M,R,no,2,0,10,11
473,136,2,F,R,no,1,0,14,16
386,136,2,F,U,no,2,2,10,10
142,136,2,F,R,no,2,0,14,13
18,136,2,F,U,no,2,2,13,14
426,137,2,F,R,no,1,6,10,10
87,137,2,F,U,no,2,6,13,11
145,137,2,F,R,no,1,8,12,11
609,137,2,F,U,no,2,2,8,11
147,138,2,M,U,no,2,0,10,10
180,138,2,M,U,no,1,10,8,8
569,138,2,M,U,no,1,4,6,9
352,138,2,M,U,no,1,0,14,15
303,139,2,M,R,no,3,2,10,12
169,139,2,M,R,no,2,0,7,8
90,139,2,M,U,no,2,6,9,10
315,139,2,M,R,no,2,2,16,18
171,140,2,F,R,no,1,6,11,11
611,140,2,F,R,no,2,0,8,0
605,140,2,F,U,no,2,2,9,10
479,140,2,F,R,no,2,0,7,8
448,141,2,M,R,no,1,8,8,9
641,141,2,M,R,no,1,0,7,0
53,141,2,M,U,no,1,4,10,9
599,141,2,M,U,no,1,8,10,11
339,142,2,F,R,no,4,0,18,19
61,142,2,F,R,no,2,0,17,16
304,142,2,F,U,no,3,2,15,13
373,142,2,F,U,no,2,4,14,13
610,143,2,F,U,no,2,0,11,12
622,143,2,F,R,no,2,0,13,13
262,143,2,F,R,no,2,2,13,13
542,143,2,F,R,no,2,0,11,11
446,144,2,M,R,no,2,8,7,9
536,144,2,M,R,no,2,11,9,10
537,144,2,M,U,no,4,8,13,14
141,144,2,M,R,no,2,2,10,10
545,145,2,M,R,no,1,2,12,12
467,145,2,M,U,no,1,0,10,11
601,145,2,M,R,no,1,4,12,14
562,145,2,M,U,no,2,6,10,10
598,146,2,F,R,no,2,0,9,0
606,146,2,F,U,no,1,0,5,0
482,146,2,F,R,no,1,2,9,11
460,146,2,F,R,no,3,2,10,10
472,147,2,F,R,no,2,2,12,12
432,147,2,F,R,no,2,0,10,10
128,147,2,F,U,no,2,0,9,11
591,147,2,F,U,no,2,3,7,7
233,148,2,F,U,no,1,4,12,13
485,148,2,F,U,no,1,6,7,8
541,148,2,F,U,no,1,5,9,11
93,148,2,F,U,no,2,0,12,12
259,149,2,F,U,no,2,4,14,15
40,149,2,F,R,no,1,8,14,12
267,149,2,F,U,no,2,4,15,14
229,149,2,F,R,no,1,6,12,11
488,150,2,F,R,no,3,6,7,10
582,150,2,F,U,no,2,2,6,8
573,150,2,F,U,no,2,8,5,7
170,150,2,M,R,no,1,14,9,10
516,151,2,F,U,no,2,8,9,10
161,151,2,F,U,no,2,6,11,11
494,151,2,F,U,no,1,5,9,10
370,151,2,F,U,no,3,12,10,11
5,152,2,F,U,no,2,0,11,13
614,152,2,F,U,no,2,0,10,10
197,152,2,F,U,no,2,0,17,17
36,152,2,F,U,no,1,4,11,11
563,153,2,F,R,no,2,0,11,12
457,153,2,F,U,no,2,0,13,15
217,153,2,F,U,no,2,0,14,15
1,153,2,F,U,no,2,4,0,11
138,154,2,F,U,no,1,12,13,11
98,154,2,F,U,no,2,0,13,12
236,154,2,F,U,no,3,12,12,12
275,154,2,F,U,no,2,10,10,10
500,155,2,F,U,no,1,0,17,16
391,155,2,F,R,no,4,6,14,14
464,155,2,F,R,no,3,2,14,12
574,155,2,F,U,no,1,9,7,10
295,156,2,F,R,no,2,4,11,13
493,156,2,F,R,no,2,2,8,10
616,156,2,F,U,no,2,0,15,15
589,156,2,F,U,no,1,0,8,9
564,157,2,M,U,no,1,0,7,0
640,157,2,M,R,no,1,0,5,0
560,157,2,M,R,no,1,0,12,13
557,157,2,M,R,no,1,4,9,11
629,158,2,F,U,no,3,8,10,12
583,158,2,F,U,no,1,0,6,7
354,158,2,F,U,no,2,2,10,11
429,158,2,F,R,no,1,0,6,9
498,159,2,M,U,no,4,0,10,10
559,159,2,M,R,no,1,0,8,10
179,159,2,M,R,no,2,0,8,8
445,159,2,M,R,no,2,4,9,11
168,160,2,F,U,no,1,0,13,13
530,160,2,F,U,no,1,1,11,11
8,160,2,F,U,no,2,2,10,13
428,160,2,F,R,no,2,0,16,17
177,161,2,M,U,no,1,2,8,10
465,161,2,M,R,no,1,6,11,11
165,161,2,M,U,no,1,6,9,10
137,161,2,M,U,no,1,4,9,11
