id_student,group_id,cluster,total_clicks,weighted_score,imd_band_ord,collaborative_clicks,collaboration_click_ratio,final_result
292525,10,1,310,84.6,7.0,0,0.0,Pass
199636,10,0,1759,73.8,3.0,116,0.06594656054576464,Pass
2168833,10,2,20,24.0,5.0,0,0.0,Withdrawn
1398979,10,0,4504,72.28571428571429,9.0,2999,0.6658525754884547,Withdrawn
285315,11,1,1140,86.3,7.0,104,0.0912280701754386,Pass
603834,11,1,340,61.4,5.0,119,0.35,Pass
274947,11,2,249,49.9,4.0,57,0.2289156626506024,Withdrawn
2680312,11,0,4826,79.7,9.0,1145,0.23725652714463324,Pass
2514368,12,1,286,82.9,5.0,0,0.0,Distinction
588477,12,0,4060,75.0,2.0,2024,0.49852216748768474,Pass
1456619,12,2,595,63.0,9.0,39,0.06554621848739496,Withdrawn
146503,12,1,329,61.9,3.0,42,0.1276595744680851,Pass
85144,13,1,622,78.8,5.0,194,0.31189710610932475,Pass
1715896,13,0,4613,77.8,8.0,2636,0.5714285714285714,Pass
2429854,13,2,149,,6.0,1,0.006711409395973154,Fail
141377,13,1,612,47.0,9.0,160,0.26143790849673204,Pass
396655,14,1,459,42.3,4.0,98,0.21350762527233116,Fail
158707,14,0,4167,73.8,8.0,1947,0.46724262059035276,Withdrawn
388147,14,2,407,39.666666666666664,6.0,108,0.26535626535626533,Fail
353665,14,1,360,63.9,7.0,99,0.275,Pass
470982,15,1,1060,62.1,2.0,74,0.06981132075471698,Pass
302476,15,0,1664,85.7,7.0,46,0.027644230769230768,Distinction
1676594,15,2,160,,8.0,15,0.09375,Withdrawn
130034,15,0,1713,77.6,6.0,175,0.10215995329830706,Pass
346118,16,1,589,72.1,2.0,207,0.35144312393887944,Pass
1926668,16,0,2023,61.4,3.0,57,0.028175976272862086,Pass
721259,16,2,2232,65.0,5.0,1207,0.5407706093189965,Withdrawn
518808,16,1,1440,74.1,9.0,89,0.06180555555555556,Pass
147756,17,1,1056,64.5,6.0,112,0.10606060606060606,Pass
58071,17,0,2246,74.9,9.0,249,0.11086375779162956,Pass
2576122,17,2,9,64.0,7.0,0,0.0,Fail
85302,17,0,2208,71.0,8.0,178,0.0806159420289855,Pass
2139353,18,1,1119,66.9,5.0,36,0.032171581769437,Pass
398349,18,0,4131,78.6,7.0,1441,0.34882595013313966,Pass
151587,18,2,134,65.8,0.0,8,0.05970149253731343,Withdrawn
149962,18,1,138,68.9,6.0,52,0.37681159420289856,Pass
58316,19,1,1149,72.9,7.0,45,0.0391644908616188,Pass
1045203,19,0,3037,79.4,0.0,792,0.26078366809351333,Pass
2404408,19,2,678,47.333333333333336,4.0,275,0.4056047197640118,Fail
332884,19,0,1543,81.9,6.0,25,0.016202203499675955,Pass
2244332,20,0,12903,85.5,2.0,6048,0.46872820274354804,Distinction
2624961,20,1,363,62.2,8.0,71,0.19559228650137742,Fail
268733,20,2,3,,3.0,0,0.0,Fail
295060,20,1,1021,67.7,7.0,410,0.4015670910871694,Fail
348807,21,1,362,75.7,8.0,60,0.16574585635359115,Pass
381642,21,0,1194,79.6,2.0,14,0.011725293132328308,Withdrawn
2546445,21,2,1854,73.0,8.0,477,0.25728155339805825,Withdrawn
109155,21,0,2828,67.2,9.0,1026,0.3628005657708628,Pass
2522927,22,0,3516,66.8,6.0,1143,0.3250853242320819,Pass
2397661,22,1,1605,49.9,2.0,442,0.2753894080996885,Pass
628088,22,2,424,80.0,7.0,191,0.45047169811320753,Withdrawn
2551797,22,1,471,64.2,8.0,364,0.772823779193206,Pass
108872,23,1,1281,60.9,8.0,330,0.2576112412177986,Pass
2057803,23,0,2906,63.5,5.0,2024,0.6964900206469373,Pass
288994,23,2,125,,3.0,20,0.16,Fail
342007,23,0,2276,83.9,7.0,317,0.13927943760984182,Pass
2010232,24,0,4073,83.8,8.0,1735,0.4259759391112202,Pass
266524,24,1,307,54.9,3.0,62,0.20195439739413681,Pass
87431,24,2,786,50.0,6.0,169,0.21501272264631044,Withdrawn
500113,24,1,463,76.4,7.0,24,0.05183585313174946,Pass
429858,25,1,226,82.9,6.0,10,0.04424778761061947,Distinction
2642935,25,0,3676,83.7,8.0,1434,0.3900979325353645,Distinction
383180,25,2,441,69.8,7.0,13,0.02947845804988662,Withdrawn
411971,25,1,1264,72.7,4.0,7,0.005537974683544304,Pass
175447,26,0,3305,70.0,5.0,1289,0.3900151285930408,Pass
446108,26,1,875,57.1,7.0,201,0.2297142857142857,Pass
2507842,26,2,896,79.0,9.0,148,0.16517857142857142,Withdrawn
55104,26,1,1124,71.3,6.0,279,0.24822064056939502,Pass
2654628,27,1,1100,72.1,9.0,33,0.03,Pass
101116,27,0,1611,82.9,6.0,655,0.4065797641216636,Pass
1839386,27,2,205,40.0,3.0,60,0.2926829268292683,Withdrawn
2086400,27,0,3338,70.1,7.0,758,0.22708208508088676,Pass
2692514,28,0,5809,78.1,0.0,3723,0.6409020485453606,Pass
301967,28,1,192,53.5,2.0,0,0.0,Pass
2273119,28,2,85,36.0,3.0,9,0.10588235294117647,Withdrawn
2355470,28,1,210,53.2,8.0,6,0.02857142857142857,Pass
174745,29,1,1499,66.1,7.0,211,0.14076050700466977,Pass
1112555,29,0,2289,66.6,3.0,565,0.24683267802533856,Pass
2474849,29,2,142,35.0,0.0,7,0.04929577464788732,Withdrawn
424577,29,1,1761,57.2,6.0,87,0.049403747870528106,Pass
174094,30,0,4238,76.0,3.0,73,0.017225106182161398,Pass
338407,30,1,229,72.0,6.0,47,0.2052401746724891,Pass
2551932,30,2,511,46.666666666666664,5.0,116,0.22700587084148727,Withdrawn
315076,30,1,1231,67.3,0.0,156,0.12672623883021933,Pass
62487,31,1,667,70.6,6.0,42,0.06296851574212893,Pass
28061,31,0,1241,77.4,4.0,245,0.19742143432715553,Pass
630142,31,2,455,83.33333333333333,9.0,110,0.24175824175824176,Withdrawn
290164,31,0,5367,65.0,3.0,2340,0.4359977641140302,Pass
406682,32,0,2402,83.8,7.0,305,0.126977518734388,Distinction
639053,32,1,190,65.9,6.0,6,0.031578947368421054,Pass
415969,32,2,51,58.2,0.0,0,0.0,Fail
527801,32,1,431,48.875,9.0,46,0.10672853828306264,Fail
375646,33,1,606,75.2,4.0,234,0.38613861386138615,Pass
188278,33,0,2996,69.6,7.0,607,0.20260347129506007,Pass
677281,33,2,86,,8.0,7,0.08139534883720931,Fail
1757766,33,0,3157,70.9,3.0,184,0.05828318023439975,Pass
2398313,34,0,2587,71.2,7.0,640,0.24739080015461926,Pass
476603,34,1,1249,84.2,0.0,172,0.1377101681345076,Distinction
175772,34,2,1611,85.0,9.0,937,0.5816263190564867,Withdrawn
696578,34,1,998,77.0,6.0,165,0.1653306613226453,Withdrawn
398171,35,1,1179,69.3,7.0,178,0.15097540288379982,Pass
1947156,35,0,1966,77.7,4.0,625,0.3179043743641913,Pass
1818673,35,2,316,86.0,2.0,41,0.12974683544303797,Fail
345519,35,0,1053,76.7,6.0,109,0.10351377018043685,Pass
2330254,36,0,2352,70.9,4.0,939,0.399234693877551,Pass
1773377,36,1,527,74.4,9.0,20,0.03795066413662239,Pass
2606802,36,2,305,29.0,6.0,9,0.029508196721311476,Fail
390890,36,1,283,68.2,0.0,39,0.13780918727915195,Pass
46844,37,1,323,66.5,3.0,97,0.30030959752321984,Pass
998493,37,0,9317,67.6,9.0,4559,0.4893205967586133,Pass
341876,37,2,1330,68.66666666666667,6.0,806,0.606015037593985,Withdrawn
1609002,37,0,914,79.8,7.0,46,0.05032822757111598,Pass
6516,38,0,2535,63.5,8.0,387,0.15266272189349112,Pass
2649800,38,1,1144,66.0,5.0,3,0.0026223776223776225,Pass
852847,38,2,81,32.0,6.0,1,0.012345679012345678,Fail
391249,38,0,2463,81.6,9.0,460,0.18676410881039382,Distinction
295075,39,1,1535,63.7,7.0,226,0.1472312703583062,Pass
2375975,39,0,3619,71.7,6.0,1791,0.4948880906327715,Pass
470588,39,2,413,72.66666666666667,9.0,11,0.026634382566585957,Withdrawn
254625,39,0,1771,82.4,2.0,238,0.13438735177865613,Distinction
409703,40,0,2597,64.1,3.0,269,0.10358105506353485,Pass
364957,40,1,1328,61.1,7.0,229,0.17243975903614459,Pass
2434159,40,2,140,51.9,6.0,7,0.05,Pass
2584873,40,1,1392,62.8,8.0,324,0.23275862068965517,Pass
63165,41,1,904,52.1,8.0,177,0.19579646017699115,Pass
696073,41,0,1961,74.7,6.0,279,0.14227434982151962,Pass
2540168,41,2,663,43.2,7.0,86,0.1297134238310709,Withdrawn
235068,41,0,2548,59.6,3.0,115,0.045133437990580845,Pass
373872,42,0,1407,65.0,4.0,110,0.07818052594171997,Pass
439305,42,1,551,70.5,6.0,39,0.07078039927404718,Pass
561467,42,2,402,,8.0,79,0.19651741293532338,Withdrawn
315744,42,0,3822,82.9,9.0,929,0.24306645735217164,Distinction
401404,43,1,1232,76.7,9.0,66,0.05357142857142857,Pass
2574990,43,0,1557,56.7,6.0,227,0.1457931920359666,Fail
277123,43,2,456,44.2,7.0,34,0.07456140350877193,Fail
323370,43,0,1937,71.3,3.0,262,0.1352607124419205,Pass
569505,44,0,4090,85.9,6.0,2320,0.5672371638141809,Distinction
574505,44,1,847,41.7,4.0,6,0.0070838252656434475,Pass
387533,44,2,701,50.666666666666664,5.0,127,0.181169757489301,Fail
442064,44,1,395,52.0,7.0,76,0.19240506329113924,Pass
677186,45,1,607,57.3,7.0,57,0.09390444810543658,Pass
117818,45,0,1630,56.5,4.0,22,0.013496932515337423,Pass
185350,45,2,160,57.5,6.0,3,0.01875,Fail
384725,45,0,4172,80.5,9.0,2028,0.48609779482262705,Pass
155984,46,0,1693,79.0,7.0,229,0.13526284701712935,Pass
335247,46,1,553,71.3,8.0,146,0.2640144665461121,Pass
2158048,46,2,624,86.0,4.0,96,0.15384615384615385,Withdrawn
1799111,46,1,1095,77.6,6.0,211,0.19269406392694063,Pass
2694788,47,1,76,32.2,7.0,3,0.039473684210526314,Fail
488990,47,1,501,54.3,8.0,53,0.10578842315369262,Pass
337748,47,2,69,44.0,3.0,16,0.2318840579710145,Withdrawn
2596621,47,0,6860,73.0,5.0,4283,0.6243440233236152,Pass
351336,48,0,784,66.5,6.0,257,0.3278061224489796,Pass
483800,48,1,1208,71.0,3.0,331,0.2740066225165563,Pass
1336190,48,2,935,,8.0,32,0.034224598930481284,Pass
400682,48,1,1423,52.1,2.0,153,0.10751932536893886,Pass
396599,49,1,734,53.42857142857143,6.0,127,0.17302452316076294,Fail
228383,49,0,2323,70.1,5.0,45,0.019371502367628066,Pass
111512,49,2,183,,4.0,33,0.18032786885245902,Fail
402961,49,0,4292,67.9,8.0,1454,0.3387698042870457,Pass
70011,50,0,6105,81.3,4.0,2334,0.3823095823095823,Pass
676546,50,1,256,73.57142857142857,8.0,9,0.03515625,Withdrawn
95755,50,2,356,40.666666666666664,9.0,37,0.10393258426966293,Withdrawn
2595841,50,1,896,55.4,6.0,180,0.20089285714285715,Fail
330594,51,1,918,58.8,5.0,84,0.0915032679738562,Pass
2494700,51,0,3347,84.1,7.0,832,0.2485808186435614,Pass
277880,51,2,9,67.2,6.0,0,0.0,Withdrawn
310412,51,0,2309,77.1,4.0,180,0.0779558250324816,Pass
623840,52,0,2256,79.5,0.0,836,0.37056737588652483,Pass
296424,52,1,1327,78.9,3.0,116,0.08741522230595328,Pass
418731,52,2,127,39.5,7.0,15,0.11811023622047244,Fail
243510,52,1,504,42.5,6.0,133,0.2638888888888889,Fail
159954,53,1,799,70.2,4.0,72,0.09011264080100125,Withdrawn
311235,53,0,1085,64.9,5.0,347,0.31981566820276497,Pass
1689639,53,2,1597,73.0,6.0,677,0.42391984971822166,Withdrawn
298034,53,0,1623,72.4,7.0,269,0.16574245224892176,Fail
298838,54,0,1479,80.4,7.0,216,0.1460446247464503,Pass
537081,54,1,866,61.4,6.0,473,0.546189376443418,Fail
1970390,54,0,3534,83.8,0.0,1611,0.45585738539898135,Pass
2569324,54,1,444,72.6,9.0,33,0.07432432432432433,Pass
281077,55,1,796,72.6,5.0,126,0.15829145728643215,Pass
409100,55,0,1909,79.1,8.0,159,0.08328968046097433,Pass
260623,55,1,1102,69.5,4.0,244,0.22141560798548093,Pass
294655,55,0,2113,77.9,7.0,353,0.16706105063890203,Fail
228021,56,0,3840,82.2,4.0,776,0.20208333333333334,Distinction
235507,56,1,943,56.3,9.0,173,0.18345705196182396,Pass
369834,56,1,1173,73.6,6.0,92,0.0784313725490196,Withdrawn
2578676,56,1,1080,71.0,2.0,156,0.14444444444444443,Pass
329659,57,1,407,47.8,3.0,47,0.11547911547911548,Fail
287210,57,0,2560,72.9,7.0,66,0.02578125,Pass
2165164,57,0,1442,62.2,6.0,322,0.22330097087378642,Pass
421455,57,0,1297,77.2,5.0,93,0.07170393215111796,Pass
248581,58,0,2699,85.0,4.0,242,0.0896628380881808,Distinction
527100,58,1,817,91.6,7.0,78,0.09547123623011015,Distinction
129955,58,1,876,80.2,5.0,3,0.003424657534246575,Withdrawn
2073016,58,1,161,56.5,3.0,22,0.13664596273291926,Fail
263952,59,1,1198,89.9,6.0,257,0.21452420701168615,Distinction
135471,59,0,1958,84.2,9.0,95,0.04851889683350358,Distinction
481022,59,1,75,50.8,2.0,23,0.30666666666666664,Fail
2642616,59,0,1479,57.1,2.0,318,0.2150101419878296,Pass
124064,60,0,1970,87.6,6.0,431,0.21878172588832487,Distinction
2297896,60,1,469,64.0,7.0,29,0.06183368869936034,Pass
1975209,60,0,2421,65.2,4.0,185,0.07641470466749277,Pass
2318055,60,1,1462,76.0,9.0,431,0.2948016415868673,Pass
593987,61,1,1560,72.5,7.0,133,0.08525641025641026,Fail
281636,61,0,2288,83.1,2.0,352,0.15384615384615385,Pass
236875,61,1,183,46.7,4.0,6,0.03278688524590164,Pass
119902,61,0,2319,65.85714285714286,6.0,489,0.2108667529107374,Withdrawn
384203,62,0,4338,76.3,2.0,1887,0.43499308437067774,Pass
309142,62,1,516,65.8,9.0,110,0.2131782945736434,Pass
485962,62,0,966,80.9,7.0,55,0.056935817805383024,Pass
1629771,62,1,501,79.5,6.0,88,0.17564870259481039,Distinction
593846,63,1,756,64.5,5.0,23,0.03042328042328042,Withdrawn
2514898,63,0,1569,67.6,9.0,270,0.17208413001912046,Pass
252073,63,1,861,47.0,3.0,31,0.036004645760743324,Pass
1183831,63,0,2619,70.4,7.0,333,0.12714776632302405,Withdrawn
52765,64,0,4048,61.5,0.0,1742,0.43033596837944665,Pass
350156,64,1,462,51.3,3.0,32,0.06926406926406926,Pass
79403,64,1,1629,58.4,8.0,38,0.02332719459791283,Withdrawn
684180,64,1,123,62.7,6.0,15,0.12195121951219512,Pass
2425993,65,1,730,68.0,4.0,11,0.015068493150684932,Pass
2690062,65,2,247,58.0,9.0,17,0.06882591093117409,Withdrawn
26192,65,0,1982,86.3,6.0,114,0.05751765893037336,Distinction
287204,65,0,1777,74.4,0.0,367,0.20652785593697243,Pass
2240349,66,0,2746,77.2,2.0,570,0.20757465404224326,Pass
75255,66,1,885,83.0,4.0,81,0.09152542372881356,Pass
306646,66,1,144,52.7,8.0,24,0.16666666666666666,Pass
2358969,66,1,1684,70.3,7.0,380,0.22565320665083136,Pass
402727,67,1,341,74.0,6.0,45,0.13196480938416422,Pass
304465,67,0,3378,75.1,5.0,651,0.19271758436944939,Pass
1484804,67,1,1379,66.8,4.0,19,0.013778100072516316,Pass
130547,67,1,1046,58.0,7.0,103,0.09847036328871893,Pass
2085209,68,0,6952,87.5,4.0,2283,0.3283947065592635,Pass
200804,68,1,908,64.1,9.0,165,0.1817180616740088,Pass
1721270,68,1,716,57.5,5.0,65,0.09078212290502793,Pass
626240,68,1,570,56.3,3.0,65,0.11403508771929824,Pass
2633226,69,1,792,54.1,5.0,0,0.0,Pass
275674,69,2,1680,44.0,2.0,222,0.13214285714285715,Withdrawn
1967783,69,0,1961,64.2,7.0,563,0.2870984191738909,Pass
164944,69,0,1275,62.7,4.0,690,0.5411764705882353,Pass
1576513,70,0,14011,86.9,6.0,7017,0.5008207836699736,Distinction
31600,70,1,339,55.5,4.0,166,0.4896755162241888,Pass
303985,70,1,381,76.9,7.0,50,0.13123359580052493,Pass
431025,70,1,268,54.8,9.0,0,0.0,Fail
356170,71,1,768,73.25,3.0,38,0.049479166666666664,Pass
292775,71,0,1626,82.8,4.0,198,0.12177121771217712,Pass
637665,71,0,2727,49.8,9.0,1492,0.5471213788045471,Pass
149741,71,0,1799,67.2,2.0,283,0.15730961645358532,Pass
303521,72,0,7033,80.6,2.0,245,0.034835774207308406,Pass
2432796,72,1,918,63.4,7.0,108,0.11764705882352941,Pass
135400,72,1,269,48.4,9.0,2,0.007434944237918215,Pass
375260,72,1,773,69.6,6.0,56,0.0724450194049159,Pass
2369415,73,1,491,79.0,4.0,11,0.02240325865580448,Pass
165226,73,2,643,77.0,3.0,109,0.16951788491446346,Fail
468694,73,1,458,61.0,9.0,48,0.10480349344978165,Withdrawn
258587,73,0,5640,81.1,6.0,524,0.09290780141843971,Distinction
383723,74,0,6573,80.3,9.0,3201,0.4869922409858512,Pass
354170,74,1,564,56.2,0.0,87,0.15425531914893617,Fail
174024,74,1,727,61.3,6.0,0,0.0,Pass
687698,74,1,174,54.3,2.0,40,0.22988505747126436,Pass
2470694,75,1,779,67.0,5.0,403,0.5173299101412067,Fail
287040,75,0,1933,73.1,4.0,362,0.18727366787377134,Pass
2500258,75,0,2264,72.9,7.0,529,0.2336572438162544,Pass
350939,75,0,1363,69.4,8.0,149,0.10931768158473955,Pass
358182,76,0,1695,74.3,8.0,146,0.08613569321533923,Pass
484897,76,1,639,61.1,9.0,201,0.3145539906103286,Pass
94961,76,1,881,61.7,7.0,131,0.14869466515323496,Pass
24734,76,1,469,47.5,6.0,159,0.3390191897654584,Pass
533068,77,1,346,60.4,9.0,106,0.3063583815028902,Pass
2045084,77,2,250,72.0,4.0,25,0.1,Fail
2648611,77,0,1347,78.2,2.0,94,0.06978470675575353,Pass
294496,77,0,1236,80.0,6.0,177,0.14320388349514562,Pass
121349,78,0,2259,77.3,4.0,41,0.01814962372731297,Pass
237274,78,0,1886,72.2,6.0,490,0.2598091198303287,Pass
232307,78,1,649,64.9,5.0,96,0.14791987673343607,Pass
596288,78,1,374,76.7,7.0,80,0.21390374331550802,Pass
133922,79,1,515,77.9,0.0,50,0.0970873786407767,Pass
377546,79,0,1615,83.4,5.0,297,0.18390092879256967,Distinction
503889,79,0,1811,69.5,3.0,338,0.18663721700717836,Pass
2277857,79,0,2217,64.9,7.0,369,0.16644113667117727,Pass
2601889,80,0,2161,80.9,7.0,781,0.36140675613142065,Pass
648130,80,1,361,53.5,8.0,28,0.07756232686980609,Withdrawn
410092,80,1,298,66.7,0.0,2,0.006711409395973154,Pass
334441,80,1,250,40.2,6.0,5,0.02,Fail
328024,81,1,2159,50.9,6.0,249,0.11533117183881426,Pass
183057,81,2,623,66.4,9.0,132,0.21187800963081863,Pass
1352868,81,1,1064,67.2,2.0,229,0.21522556390977443,Pass
125018,81,0,2114,64.3,7.0,696,0.32923368022705773,Pass
404356,82,0,1682,75.3,9.0,445,0.26456599286563615,Pass
442132,82,1,163,67.5,2.0,4,0.024539877300613498,Pass
133816,82,0,3852,66.0,7.0,1553,0.40316718587746625,Pass
402204,82,1,644,72.0,6.0,38,0.059006211180124224,Pass
1471214,83,1,1161,71.4,6.0,203,0.1748492678725237,Pass
2473538,83,0,1334,54.5,8.0,375,0.2811094452773613,Pass
289449,83,0,1135,74.8,9.0,80,0.07048458149779736,Pass
263251,83,0,2356,74.0,4.0,929,0.39431239388794564,Pass
263543,84,0,1484,78.8,9.0,109,0.07345013477088949,Pass
1511033,84,1,620,75.3,5.0,0,0.0,Pass
2677624,84,1,965,70.5,6.0,150,0.15544041450777202,Pass
447481,84,1,740,55.5,7.0,322,0.43513513513513513,Pass
548120,85,1,766,73.7,8.0,64,0.0835509138381201,Pass
65002,85,2,5,67.33333333333333,7.0,0,0.0,Fail
2148681,85,0,2083,72.5,4.0,581,0.27892462794047046,Pass
371710,85,0,2920,80.2,6.0,552,0.18904109589041096,Pass
2581477,86,0,5219,47.8,4.0,2861,0.5481893082966085,Pass
275792,86,1,556,73.6,5.0,50,0.08992805755395683,Pass
1268696,86,1,298,61.2,8.0,155,0.5201342281879194,Pass
205494,86,1,826,64.0,3.0,61,0.07384987893462469,Pass
